subject,latitude,longitude
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3337,-71.0376
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3408,-71.0674
Transportation - Traffic Division,42.3799,-71.0648
Transportation - Traffic Division,42.3585,-71.0646
Inspectional Services,42.3162,-71.0771
Inspectional Services,42.3515,-71.1269
Inspectional Services,42.2901,-71.1415
Transportation - Traffic Division,42.3235,-71.1139
Transportation - Traffic Division,42.3393,-71.0497
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Inspectional Services,42.2863,-71.1154
Public Works Department,42.3824,-71.0341
Transportation - Traffic Division,42.3371,-71.0379
Public Works Department,42.2894,-71.0625
Public Works Department,42.2893,-71.0626
Public Works Department,42.3385,-71.0786
Mayor's 24 Hour Hotline,42.3594,-71.0587
Property Management,42.3429,-71.0820
Transportation - Traffic Division,42.3403,-71.0516
Public Works Department,42.3344,-71.1031
Public Works Department,42.3164,-71.0599
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2817,-71.0721
Public Works Department,42.3594,-71.0587
Public Works Department,42.3835,-71.0778
Transportation - Traffic Division,42.2731,-71.0979
Mayor's 24 Hour Hotline,42.3460,-71.0785
Mayor's 24 Hour Hotline,42.3459,-71.0784
Public Works Department,42.3279,-71.0745
Public Works Department,42.3908,-71.0068
Inspectional Services,42.3506,-71.1652
Public Works Department,42.3504,-71.0896
Public Works Department,42.2935,-71.1614
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3310,-71.0550
Public Works Department,42.3672,-71.0551
Parks & Recreation Department,42.2899,-71.1346
Public Works Department,42.3825,-71.0323
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3424,-71.0699
Public Works Department,42.3515,-71.1314
Public Works Department,42.3594,-71.0587
Property Management,42.3824,-71.0402
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Property Management,42.3825,-71.0363
Property Management,42.3524,-71.0732
Property Management,42.3788,-71.0295
Public Works Department,42.3833,-71.0755
Transportation - Traffic Division,42.2695,-71.0960
Public Works Department,42.2902,-71.0627
Mayor's 24 Hour Hotline,42.3192,-71.0603
Inspectional Services,42.3148,-71.0566
Public Works Department,42.3389,-71.0313
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.2709,-71.1006
Public Works Department,42.3163,-71.0668
Public Works Department,42.2954,-71.0764
Public Works Department,42.3845,-70.9991
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3269,-71.1117
Transportation - Traffic Division,42.2803,-71.1210
Transportation - Traffic Division,42.3234,-71.1130
Public Works Department,42.3488,-71.1512
Public Works Department,42.3446,-71.0987
Public Works Department,42.3244,-71.0889
Transportation - Traffic Division,42.2791,-71.0643
Boston Water & Sewer Commission,42.3594,-71.0587
Animal Control,42.2866,-71.1323
Transportation - Traffic Division,42.3672,-71.0384
Transportation - Traffic Division,42.3349,-71.0441
Public Works Department,42.3405,-71.1587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3465,-71.1045
Public Works Department,42.3363,-71.0466
Transportation - Traffic Division,42.3368,-71.0507
Public Works Department,42.2993,-71.0606
Transportation - Traffic Division,42.3571,-71.1327
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3116,-71.0522
Public Works Department,42.2728,-71.1095
Public Works Department,42.3880,-71.0063
Public Works Department,42.3689,-71.0392
Public Works Department,42.2733,-71.1426
Public Works Department,42.3126,-71.1208
Public Works Department,42.3411,-71.0815
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3251,-71.0695
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2362,-71.1331
Transportation - Traffic Division,42.3627,-71.0546
Inspectional Services,42.3594,-71.0587
Transportation - Traffic Division,42.3114,-71.0544
Transportation - Traffic Division,42.3593,-71.1264
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3537,-71.1663
Inspectional Services,42.3320,-71.0435
Public Works Department,42.3594,-71.0587
Public Works Department,42.2962,-71.0715
Public Works Department,42.3437,-71.0744
Public Works Department,42.3358,-71.0746
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3204,-71.1072
Transportation - Traffic Division,42.3176,-71.0909
Public Works Department,42.2851,-71.1328
Transportation - Traffic Division,42.3334,-71.0287
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.3272,-71.0504
Public Works Department,42.3786,-71.0293
Public Works Department,42.3480,-71.1411
Public Works Department,42.3419,-71.0760
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3674,-71.0322
Public Works Department,42.3195,-71.0908
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3529,-71.1634
Public Works Department,42.3814,-71.0201
Public Works Department,42.3502,-71.1402
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3146,-71.0627
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3247,-71.1004
Transportation - Traffic Division,42.2592,-71.1249
Public Works Department,42.3594,-71.0587
Public Works Department,42.3126,-71.0667
Transportation - Traffic Division,42.3787,-71.0385
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3128,-71.0764
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3329,-71.0393
Transportation - Traffic Division,42.3319,-71.0316
Public Works Department,42.3114,-71.1215
Transportation - Traffic Division,42.3451,-71.0755
Transportation - Traffic Division,42.3644,-71.0519
Public Works Department,42.3245,-71.0723
Parks & Recreation Department,42.3381,-71.0724
Public Works Department,42.3277,-71.0952
Public Works Department,42.3508,-71.1571
Public Works Department,42.3630,-71.0538
Transportation - Traffic Division,42.3747,-71.0640
Public Works Department,42.3011,-71.0844
Public Works Department,42.3198,-71.0585
Public Works Department,42.2752,-71.0932
Boston Water & Sewer Commission,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3703,-71.0399
Public Works Department,42.2962,-71.0534
Transportation - Traffic Division,42.3452,-71.0430
Transportation - Traffic Division,42.3413,-71.0824
Property Management,42.3594,-71.0587
Public Works Department,42.2854,-71.1291
Public Works Department,42.3485,-71.0679
Parks & Recreation Department,42.3585,-71.0670
Inspectional Services,42.3297,-71.0939
Public Works Department,42.3410,-71.0777
Parks & Recreation Department,42.3578,-71.0691
Transportation - Traffic Division,42.3539,-71.1499
Public Works Department,42.3170,-71.0898
Public Works Department,42.2629,-71.1094
Public Works Department,42.3189,-71.1019
Property Management,42.3377,-71.0758
Public Works Department,42.2684,-71.1168
Transportation - Traffic Division,42.2978,-71.1154
Public Works Department,42.3315,-71.0825
Public Works Department,42.2759,-71.0735
Public Works Department,42.2866,-71.0743
Public Works Department,42.3594,-71.0587
Public Works Department,42.2645,-71.1111
Public Works Department,42.3604,-71.0692
Inspectional Services,42.3385,-71.1509
Transportation - Traffic Division,42.2902,-71.0644
Mayor's 24 Hour Hotline,42.3410,-71.0828
Transportation - Traffic Division,42.3732,-71.0395
Parks & Recreation Department,42.3578,-71.0690
Public Works Department,42.2989,-71.0826
Public Works Department,42.2989,-71.0826
Parks & Recreation Department,42.3581,-71.0667
Public Works Department,42.3510,-71.0863
Transportation - Traffic Division,42.3440,-71.0887
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3369,-71.0851
Public Works Department,42.3594,-71.0587
Public Works Department,42.3407,-71.0534
Public Works Department,42.3594,-71.0587
Public Works Department,42.3130,-71.0544
Public Works Department,42.3109,-71.1210
Public Works Department,42.3108,-71.1214
Transportation - Traffic Division,42.2418,-71.1339
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3008,-71.0643
Public Works Department,42.2989,-71.0516
Public Works Department,42.3595,-71.1285
Public Works Department,42.3130,-71.1203
Public Works Department,42.2773,-71.0959
Public Works Department,42.3175,-71.0618
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3551,-71.1485
Transportation - Traffic Division,42.3389,-71.0667
Public Works Department,42.3702,-71.0328
Public Works Department,42.3772,-71.0552
Transportation - Traffic Division,42.3818,-71.0651
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.2949,-71.0630
Inspectional Services,42.2948,-71.0715
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2712,-71.1301
Transportation - Traffic Division,42.2840,-71.0696
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.2852,-71.0452
Public Works Department,42.3354,-71.0414
Public Works Department,42.3601,-71.1281
Public Works Department,42.2765,-71.1209
Animal Control,42.3141,-71.0591
Public Works Department,42.3138,-71.0606
Public Works Department,42.2754,-71.1213
Public Works Department,42.2751,-71.1215
Transportation - Traffic Division,42.3369,-71.0493
Inspectional Services,42.3269,-71.1083
Public Works Department,42.3594,-71.0587
Public Works Department,42.3515,-71.1319
Transportation - Traffic Division,42.3182,-71.0596
Transportation - Traffic Division,42.2918,-71.0501
Inspectional Services,42.2964,-71.0871
Public Works Department,42.3594,-71.0587
Public Works Department,42.2907,-71.0610
Public Works Department,42.3397,-71.0801
Public Works Department,42.3137,-71.0847
Parks & Recreation Department,42.3497,-71.0897
Public Works Department,42.3318,-71.0980
Public Works Department,42.3594,-71.0587
Animal Control,42.3594,-71.0587
Public Works Department,42.2894,-71.0847
Public Works Department,42.3362,-71.0430
Public Works Department,42.3594,-71.0587
Property Management,42.3524,-71.0732
Public Works Department,42.3833,-71.0755
Public Works Department,42.3808,-71.0153
Public Works Department,42.3818,-71.0398
Property Management,42.3825,-71.0363
Property Management,42.3788,-71.0295
Property Management,42.3594,-71.0587
Public Works Department,42.3122,-71.0915
Public Works Department,42.3444,-71.1490
Parks & Recreation Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3379,-71.0834
Public Works Department,42.2709,-71.1006
Public Works Department,42.3559,-71.1605
Transportation - Traffic Division,42.3375,-71.0445
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3207,-71.0765
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3318,-71.0408
Public Works Department,42.3798,-71.0583
Public Works Department,42.3138,-71.0626
Transportation - Traffic Division,42.3553,-71.1519
Public Works Department,42.3375,-71.0772
Transportation - Traffic Division,42.2985,-71.0780
Public Works Department,42.3381,-71.0340
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3203,-71.0776
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2702,-71.1041
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3594,-71.0587
Transportation - Traffic Division,42.3728,-71.0397
Inspectional Services,42.3084,-71.0821
Public Works Department,42.3351,-71.0493
Public Works Department,42.3594,-71.0587
Public Works Department,42.3504,-71.0513
Public Works Department,42.3161,-71.0561
Public Works Department,42.3176,-71.0622
Parks & Recreation Department,42.2888,-71.1377
Public Works Department,42.2759,-71.1316
Public Works Department,42.3543,-71.0726
Public Works Department,42.3530,-71.0775
Public Works Department,42.2811,-71.1210
Public Works Department,42.3399,-71.0552
Transportation - Traffic Division,42.2982,-71.0673
Inspectional Services,42.2964,-71.0848
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3397,-71.0736
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3558,-71.1371
Transportation - Traffic Division,42.3379,-71.0376
Public Works Department,42.2904,-71.0987
Inspectional Services,42.3066,-71.0782
Public Works Department,42.2981,-71.1144
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3641,-71.0639
Public Works Department,42.3291,-71.0691
Public Works Department,42.2960,-71.0715
Public Works Department,42.3594,-71.0587
Public Works Department,42.3316,-71.0818
Transportation - Traffic Division,42.3107,-71.1012
Public Works Department,42.3141,-71.0813
Parks & Recreation Department,42.3436,-71.0678
Inspectional Services,42.3810,-71.0256
Public Works Department,42.2769,-71.1198
Public Works Department,42.2741,-71.1068
Public Works Department,42.3375,-71.0841
Public Works Department,42.3502,-71.0829
Public Works Department,42.2808,-71.0775
Public Works Department,42.2422,-71.1415
Transportation - Traffic Division,42.3167,-71.1082
Mayor's 24 Hour Hotline,42.3376,-71.0748
Public Works Department,42.3376,-71.0750
Transportation - Traffic Division,42.3231,-71.0617
Public Works Department,42.3276,-71.1039
Transportation - Traffic Division,42.3304,-71.0995
Public Works Department,42.2488,-71.1189
Transportation - Traffic Division,42.3123,-71.1110
Transportation - Traffic Division,42.3392,-71.0768
Mayor's 24 Hour Hotline,42.3594,-71.0587
Transportation - Traffic Division,42.3470,-71.0706
Inspectional Services,42.3317,-71.0998
Public Works Department,42.3433,-71.1439
Public Works Department,42.2866,-71.0743
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3748,-71.0334
Transportation - Traffic Division,42.3369,-71.0482
Property Management,42.3594,-71.0587
Public Works Department,42.3124,-71.0990
Transportation - Traffic Division,42.3175,-71.0581
Mayor's 24 Hour Hotline,42.3403,-71.0731
Mayor's 24 Hour Hotline,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3325,-71.0666
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0653
Transportation - Traffic Division,42.2845,-71.0522
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.2993,-71.0646
Public Works Department,42.2872,-71.0778
Public Works Department,42.3527,-71.0784
Transportation - Traffic Division,42.3633,-71.1357
Public Works Department,42.3594,-71.0587
Public Works Department,42.3564,-71.0717
Public Works Department,42.2564,-71.1225
Public Works Department,42.3789,-71.0295
Public Works Department,42.2544,-71.1430
Public Works Department,42.2900,-71.0665
Transportation - Traffic Division,42.2851,-71.0844
Transportation - Traffic Division,42.2882,-71.0613
Inspectional Services,42.3424,-71.0875
Parks & Recreation Department,42.3594,-71.0587
Transportation - Traffic Division,42.3608,-71.0644
Inspectional Services,42.3161,-71.0890
Inspectional Services,42.3268,-71.0909
Public Works Department,42.3156,-71.1097
Public Works Department,42.3810,-71.0292
Public Works Department,42.3594,-71.0587
Public Works Department,42.3334,-71.0372
Mayor's 24 Hour Hotline,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2911,-71.0755
Public Works Department,42.2943,-71.0804
Public Works Department,42.2502,-71.1445
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2847,-71.0610
Public Works Department,42.3544,-71.1393
Transportation - Traffic Division,42.3526,-71.0628
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.2984,-71.0852
Public Works Department,42.3521,-71.0683
Public Works Department,42.3157,-71.1113
Public Works Department,42.2871,-71.0778
Public Works Department,42.3145,-71.0984
Public Works Department,42.3112,-71.0896
Inspectional Services,42.3110,-71.0843
Public Works Department,42.3512,-71.0744
Public Works Department,42.3416,-71.0810
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3836,-71.0689
Inspectional Services,42.2912,-71.1201
Inspectional Services,42.2782,-71.0918
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3577,-71.0530
Public Works Department,42.3408,-71.1419
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3021,-71.0665
Public Works Department,42.3425,-71.1681
Public Works Department,42.3656,-71.0341
Public Works Department,42.3025,-71.0755
Public Works Department,42.3133,-71.0899
Public Works Department,42.3267,-71.0780
Public Works Department,42.3522,-71.1216
Public Works Department,42.3346,-71.0518
Transportation - Traffic Division,42.3727,-71.0398
Transportation - Traffic Division,42.3243,-71.1138
Public Works Department,42.3239,-71.0762
Public Works Department,42.3609,-71.1447
Mayor's 24 Hour Hotline,42.3422,-71.0852
Public Works Department,42.3433,-71.0723
Transportation - Traffic Division,42.2451,-71.1342
Transportation - Traffic Division,42.2933,-71.1437
Public Works Department,42.3899,-70.9990
Transportation - Traffic Division,42.3217,-71.0789
Transportation - Traffic Division,42.2993,-71.0646
Public Works Department,42.2860,-71.1324
Public Works Department,42.3608,-71.0689
Public Works Department,42.3341,-71.0348
Public Works Department,42.3383,-71.0792
Transportation - Traffic Division,42.2728,-71.0647
Public Works Department,42.2625,-71.1649
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3065,-71.0793
Public Works Department,42.2506,-71.1173
Transportation - Traffic Division,42.3763,-71.0387
Transportation - Traffic Division,42.3279,-71.0562
Public Works Department,42.3795,-71.0631
Inspectional Services,42.2874,-71.1490
Transportation - Traffic Division,42.3062,-71.0653
Public Works Department,42.3704,-71.0385
Inspectional Services,42.3488,-71.0780
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3618,-71.0584
Inspectional Services,42.3594,-71.0587
Transportation - Traffic Division,42.3348,-71.0413
Public Works Department,42.3521,-71.1306
Transportation - Traffic Division,42.3755,-71.0346
Public Works Department,42.3357,-71.1499
Transportation - Traffic Division,42.3776,-71.0686
Public Works Department,42.3291,-71.0836
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3555,-71.0612
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3141,-71.0559
Mayor's 24 Hour Hotline,42.3594,-71.0587
Transportation - Traffic Division,42.3737,-71.0346
Transportation - Traffic Division,42.3826,-71.0140
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3571,-71.1548
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3232,-71.1069
Public Works Department,42.3141,-71.0630
Parks & Recreation Department,42.3649,-71.0547
Public Works Department,42.3095,-71.0464
Boston Police Department,42.3328,-71.1018
Transportation - Traffic Division,42.3359,-71.0404
Public Works Department,42.3419,-71.1491
Public Works Department,42.3279,-71.0745
Public Works Department,42.3234,-71.1086
Public Works Department,42.3786,-71.0378
Mayor's 24 Hour Hotline,42.3410,-71.0828
Public Works Department,42.3023,-71.0813
Public Works Department,42.3362,-71.0535
Transportation - Traffic Division,42.3634,-71.1300
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3595,-71.1409
Public Works Department,42.3255,-71.0578
Transportation - Traffic Division,42.2947,-71.0585
Public Works Department,42.3659,-71.0546
Mayor's 24 Hour Hotline,42.3189,-71.0569
Public Works Department,42.3411,-71.0789
Transportation - Traffic Division,42.3359,-71.0497
Public Works Department,42.3545,-71.0748
Boston Police Department,42.3013,-71.0770
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3379,-71.0376
Public Works Department,42.3623,-71.0526
Mayor's 24 Hour Hotline,42.3347,-71.0741
Public Works Department,42.3130,-71.0688
Public Works Department,42.3522,-71.1217
Public Works Department,42.3204,-71.1152
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3176,-71.1037
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3319,-71.1009
Public Works Department,42.3380,-71.0717
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3579,-71.0700
Public Works Department,42.3216,-71.1104
Transportation - Traffic Division,42.3585,-71.1289
Public Works Department,42.3794,-71.0389
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3438,-71.0792
Public Works Department,42.2987,-71.1141
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3402,-71.0512
Boston Water & Sewer Commission,42.3571,-71.1591
Transportation - Traffic Division,42.3131,-71.0826
Public Works Department,42.2890,-71.1345
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3342,-71.0517
Public Works Department,42.3333,-71.0510
Public Works Department,42.3221,-71.0706
Public Works Department,42.3616,-71.1403
Inspectional Services,42.2796,-71.0488
Public Works Department,42.3376,-71.0779
Transportation - Traffic Division,42.3099,-71.0490
Transportation - Traffic Division,42.3749,-71.0643
Transportation - Traffic Division,42.3525,-71.1260
Public Works Department,42.3165,-71.0689
Public Works Department,42.2913,-71.0921
Parks & Recreation Department,42.3382,-71.0721
Public Works Department,42.3437,-71.0704
Public Works Department,42.3207,-71.1100
Parks & Recreation Department,42.3371,-71.0766
Public Works Department,42.2893,-71.0668
Parks & Recreation Department,42.3499,-71.0792
Inspectional Services,42.3621,-71.0660
Parks & Recreation Department,42.3633,-71.0536
Inspectional Services,42.2782,-71.0918
Public Works Department,42.3401,-71.0802
Public Works Department,42.2807,-71.0804
Public Works Department,42.3402,-71.0804
Public Works Department,42.2797,-71.0784
Public Works Department,42.2734,-71.0727
Public Works Department,42.2885,-71.0588
Transportation - Traffic Division,42.3785,-71.0633
Public Works Department,42.2552,-71.1328
Transportation - Traffic Division,42.3645,-71.0639
Inspectional Services,42.3492,-71.0816
Public Works Department,42.3068,-71.1049
Public Works Department,42.3500,-71.0898
Public Works Department,42.2815,-71.0726
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3002,-71.0771
Transportation - Traffic Division,42.3323,-71.1059
Transportation - Traffic Division,42.3855,-71.0047
Public Works Department,42.3604,-71.0650
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3105,-71.1003
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3428,-71.0724
Transportation - Traffic Division,42.3646,-71.0340
Public Works Department,42.3355,-71.0495
Public Works Department,42.3470,-71.1056
Public Works Department,42.3594,-71.0587
Public Works Department,42.3538,-71.0765
Public Works Department,42.3376,-71.0748
Public Works Department,42.3161,-71.0692
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3563,-71.1577
Public Works Department,42.3443,-71.0885
Public Works Department,42.3778,-71.0647
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.3302,-71.1040
Public Works Department,42.3735,-71.0647
Public Works Department,42.2726,-71.1693
Public Works Department,42.3766,-71.0668
Inspectional Services,42.3146,-71.0866
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3447,-71.0546
Mayor's 24 Hour Hotline,42.3287,-71.0574
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3444,-71.1490
Public Works Department,42.2487,-71.1319
Public Works Department,42.3458,-71.0739
Transportation - Traffic Division,42.3783,-71.0547
Public Works Department,42.3601,-71.0652
Animal Control,42.3602,-71.0494
Public Works Department,42.3428,-71.1002
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3371,-71.0353
Public Works Department,42.3371,-71.0353
Public Works Department,42.3412,-71.1475
Mayor's 24 Hour Hotline,42.2840,-71.1161
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2846,-71.1152
Public Works Department,42.3594,-71.0587
Public Works Department,42.3748,-71.0627
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3377,-71.0745
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2876,-71.0827
Public Works Department,42.3369,-71.0745
Inspectional Services,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3794,-71.0315
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3050,-71.0736
Public Works Department,42.3215,-71.0684
Public Works Department,42.2815,-71.0726
Inspectional Services,42.3742,-71.0331
Transportation - Traffic Division,42.3705,-71.0379
Inspectional Services,42.3430,-71.0800
Public Works Department,42.3306,-71.0439
Inspectional Services,42.3594,-71.0587
Public Works Department,42.2922,-71.0511
Public Works Department,42.2897,-71.0884
Transportation - Traffic Division,42.3314,-71.0322
Public Works Department,42.3594,-71.0587
Public Works Department,42.3040,-71.0836
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3511,-71.0454
Parks & Recreation Department,42.3436,-71.0797
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3224,-71.1026
Mayor's 24 Hour Hotline,42.3399,-71.0776
Boston Water & Sewer Commission,42.3872,-71.0073
Transportation - Traffic Division,42.3477,-71.1327
Public Works Department,42.3446,-71.0989
Public Works Department,42.2825,-71.1308
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Property Management,42.3440,-71.0786
Public Works Department,42.3603,-71.0583
Public Works Department,42.2573,-71.1563
Transportation - Traffic Division,42.3563,-71.1577
Transportation - Traffic Division,42.3179,-71.0543
Public Works Department,42.3501,-71.0821
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2744,-71.1320
Transportation - Traffic Division,42.3447,-71.0814
Public Works Department,42.3034,-71.0560
Public Works Department,42.3557,-71.1371
Public Works Department,42.3521,-71.1306
Public Works Department,42.2662,-71.1141
Public Works Department,42.2691,-71.1136
Public Works Department,42.2701,-71.1112
Public Works Department,42.3362,-71.0480
Public Works Department,42.3129,-71.0518
Inspectional Services,42.3017,-71.0774
Public Works Department,42.3289,-71.0785
Inspectional Services,42.2622,-71.1165
Transportation - Traffic Division,42.3033,-71.1062
Public Works Department,42.2646,-71.1215
Public Works Department,42.2884,-71.0629
Public Works Department,42.2667,-71.1157
Public Works Department,42.3381,-71.0797
Public Works Department,42.3389,-71.0803
Transportation - Traffic Division,42.3250,-71.0726
Mayor's 24 Hour Hotline,42.3316,-71.0689
Boston Water & Sewer Commission,42.3389,-71.0699
Transportation - Traffic Division,42.3731,-71.0395
Public Works Department,42.3314,-71.0651
Public Works Department,42.3594,-71.0587
Boston Water & Sewer Commission,42.3594,-71.0587
Parks & Recreation Department,42.3856,-71.0723
Inspectional Services,42.3202,-71.1048
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Property Management,42.3444,-71.0800
Public Works Department,42.2841,-71.0682
Property Management,42.3594,-71.0587
Public Works Department,42.3602,-71.1445
Parks & Recreation Department,42.3225,-71.0490
Mayor's 24 Hour Hotline,42.3379,-71.0795
Mayor's 24 Hour Hotline,42.3603,-71.0563
Public Works Department,42.3594,-71.0587
Property Management,42.3641,-71.0553
Public Works Department,42.3594,-71.0587
Public Works Department,42.3578,-71.0710
Public Works Department,42.2963,-71.0560
Public Works Department,42.3441,-71.0746
Transportation - Traffic Division,42.3372,-71.0471
Inspectional Services,42.3056,-71.0790
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.2928,-71.1217
Transportation - Traffic Division,42.3594,-71.0587
Property Management,42.3594,-71.0587
Transportation - Traffic Division,42.3771,-71.0347
Public Works Department,42.2796,-71.0698
Public Works Department,42.2796,-71.0698
Public Works Department,42.2967,-71.1154
Mayor's 24 Hour Hotline,42.3317,-71.0568
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3449,-71.0814
Transportation - Traffic Division,42.3142,-71.1035
Property Management,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3371,-71.0766
Boston Water & Sewer Commission,42.3594,-71.0587
Public Works Department,42.3799,-71.0664
Public Works Department,42.3037,-71.0842
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Property Management,42.3446,-71.0808
Public Works Department,42.2865,-71.0748
Animal Control,42.3856,-71.0723
Mayor's 24 Hour Hotline,42.3317,-71.0568
